elem_id,name,full_name,type,parent_id,rtype,count,utter,utter_expand
mpl.mlab.detrend_mean,detrend_mean,matplotlib.mlab.detrend_mean,func,mpl.mlab,,0,return x minus the mean(x ) .,return x minus the mean(x ) .
plt.gca.get_xgridlines.set_color@0,0,matplotlib.axes.Axes.get_xgridlines.set_color@0,arg,plt.gca.get_xgridlines.set_color,,30,,
mpl.collections.PolyCollection.pick,pick,matplotlib.collections.PolyCollection.pick,func,mpl.collections.PolyCollection,,0,each child artist will fire a pick event if mouseevent is over the artist and,each child artist will fire a pick event if mouseevent is over the artist and the artist has picker set
plt.boxplot@bootstrap,bootstrap,matplotlib.pyplot.boxplot@bootstrap,arg,plt.boxplot,,51,specifies whether to bootstrap the confidence intervals around the median for notched boxplots . if,"specifies whether to bootstrap the confidence intervals around the median for notched boxplots . if bootstrap==none , no bootstrapping is performed , and notches are calculated using a gaussian-based asymptotic approximation ( see mcgill , r. , tukey , j.w. , and larsen , w.a. , 1978 , and kendall and stuart , 1967 ) . otherwise , bootstrap specifies the number of times to bootstrap the median to determine it 's 95% confidence intervals . values between 1000 and 10000 are recommended ."
plt.rcParams.keys,keys,matplotlib.pyplot.rcParams.keys,func,plt.rcParams,,1,,
plt.polar.rstrip.split.inaxes.text@0,0,matplotlib.pyplot.polar.rstrip.split.inaxes.text@0,arg,plt.polar.rstrip.split.inaxes.text,,1,,
plt.gca.w_zaxis.set_major_locator,set_major_locator,matplotlib.axes.Axes.w_zaxis.set_major_locator,func,plt.gca.w_zaxis,,16,,
plt.polar.rstrip.split.inaxes.text@2,2,matplotlib.pyplot.polar.rstrip.split.inaxes.text@2,arg,plt.polar.rstrip.split.inaxes.text,,1,,
plt.ylabel.get_xdata,get_xdata,matplotlib.pyplot.ylabel.get_xdata,func,plt.ylabel,,4,,
plt.scatter.get_offsets.clip,clip,matplotlib.pyplot.scatter.get_offsets.clip,func,plt.scatter.get_offsets,,5,,
plt.Line2D.set_clip_on,set_clip_on,matplotlib.pyplot.Line2D.set_clip_on,func,plt.Line2D,,2,,
plt.errorbar@hatch,hatch,matplotlib.pyplot.errorbar@hatch,arg,plt.errorbar,,0,set the hatching pattern,set the hatching pattern
plt.barh.append,append,matplotlib.pyplot.barh.append,func,plt.barh,,1,,
plt.gca.text2D@size,size,matplotlib.axes.Axes.text2D@size,arg,plt.gca.text2D,,2,set the font size .,set the font size .
plt.matplotlib.ticker.LogFormatterMathtext.__call__@1,1,matplotlib.pyplot.matplotlib.ticker.LogFormatterMathtext.__call__@1,arg,plt.matplotlib.ticker.LogFormatterMathtext.__call__,,1,,
plt.figure.transFigure.inverted,inverted,matplotlib.pyplot.figure.transFigure.inverted,func,plt.figure.transFigure,,48,,
plt.loglog@linewidth,linewidth,matplotlib.pyplot.loglog@linewidth,arg,plt.loglog,,0,set the line width in points,set the line width in points
plt.gca.ravel.ravel.imshow@interpolation,interpolation,matplotlib.axes.Axes.ravel.ravel.imshow@interpolation,arg,plt.gca.ravel.ravel.imshow,,2,,
ax.boxplot@sym,sym,matplotlib.axes.Axes.boxplot@sym,arg,ax.boxplot,,0,the default symbol for flier points .,the default symbol for flier points .
plt.text.set_fontproperties@0,0,matplotlib.pyplot.text.set_fontproperties@0,arg,plt.text.set_fontproperties,,1,,
plt.text.dist@mu,mu,matplotlib.pyplot.text.dist@mu,arg,plt.text.dist,,2,,
plt.plot.rstrip.set_lw@0,0,matplotlib.pyplot.plot.rstrip.set_lw@0,arg,plt.plot.rstrip.set_lw,,1,,
plt.plot@visible,visible,matplotlib.pyplot.plot@visible,arg,plt.plot,,16,set the artist 's visiblity .,set the artist 's visiblity .
ax.plot_date@ydata,ydata,matplotlib.axes.Axes.plot_date@ydata,arg,ax.plot_date,,0,set the data np.array for y,set the data np.array for y
plt.step@scaley,scaley,matplotlib.pyplot.step@scaley,arg,plt.step,,0,autoscale the view limits using the data limits . you can selectively autoscale only a,"autoscale the view limits using the data limits . you can selectively autoscale only a single axis , e.g. , the xaxis by setting scaley to false . the autoscaling preserves any axis direction reversal that has already been done ."
plt.step@scalex,scalex,matplotlib.pyplot.step@scalex,arg,plt.step,,0,"kwargs scalex and scaley , if defined , are passed on to autoscale_view ( )","kwargs scalex and scaley , if defined , are passed on to autoscale_view ( ) to determine whether the x and y axes are autoscaled ; the default is true ."
plt.axhspan@ylabel,ylabel,matplotlib.pyplot.axhspan@ylabel,arg,plt.axhspan,,0,set the label for the yaxis,set the label for the yaxis
plt.twinx.get_yaxis.set_tick_params@direction,direction,matplotlib.pyplot.twinx.get_yaxis.set_tick_params@direction,arg,plt.twinx.get_yaxis.set_tick_params,,1,,
plt.contourf,contourf,matplotlib.pyplot.contourf,func,plt,,744,plot contours .,plot contours .
mpl.collections.CircleCollection.update_scalarmappable,update_scalarmappable,matplotlib.collections.CircleCollection.update_scalarmappable,func,mpl.collections.CircleCollection,,0,"if the scalar mappable array is not none , update colors from scalar data","if the scalar mappable array is not none , update colors from scalar data"
plt.imshow.get_visible,get_visible,matplotlib.pyplot.imshow.get_visible,func,plt.imshow,,11,,
mpl.lines.Line2D.get_data,get_data,matplotlib.lines.Line2D.get_data,func,mpl.lines.Line2D,,0,"return the xdata , ydata .","return the xdata , ydata ."
plt.angle_spectrum@linestyle,linestyle,matplotlib.pyplot.angle_spectrum@linestyle,arg,plt.angle_spectrum,,0,"set the linestyle of the line ( also accepts drawstyles , e.g. , ' steps","set the linestyle of the line ( also accepts drawstyles , e.g. , ' steps - - ' )"
plt.grid.State_info,State_info,matplotlib.pyplot.grid.State_info,func,plt.grid,,1,,
mpl.rc_params_from_file@use_default_template,use_default_template,matplotlib.rc_params_from_file@use_default_template,arg,mpl.rc_params_from_file,,0,"if true , initialize with default parameters before updating with those in the given file","if true , initialize with default parameters before updating with those in the given file . if false , the configuration class only contains the parameters specified in the file . ( useful for updating dicts . )"
plt.gca.add_artist.set_title,set_title,matplotlib.axes.Axes.add_artist.set_title,func,plt.gca.add_artist,,1,,
plt.imshow.get_axes.xaxis.set_ticks,set_ticks,matplotlib.pyplot.imshow.get_axes.xaxis.set_ticks,func,plt.imshow.get_axes.xaxis,,2,,
plt.plot.set_color@0,0,matplotlib.pyplot.plot.set_color@0,arg,plt.plot.set_color,,18,,
mpl.collections.Collection.set_sketch_params@scale,scale,matplotlib.collections.Collection.set_sketch_params@scale,arg,mpl.collections.Collection.set_sketch_params,,0,"the amplitude of the wiggle perpendicular to the source line , in pixels . if","the amplitude of the wiggle perpendicular to the source line , in pixels . if scale is none , or not provided , no sketch filter will be provided ."
plt.axhline@visible,visible,matplotlib.pyplot.axhline@visible,arg,plt.axhline,,12,set the artist 's visiblity .,set the artist 's visiblity .
plt.gca.lines.set_linewidth@0,0,matplotlib.axes.Axes.lines.set_linewidth@0,arg,plt.gca.lines.set_linewidth,,1,,
plt.twinx.axhline@color,color,matplotlib.pyplot.twinx.axhline@color,arg,plt.twinx.axhline,,3,,
plt.spy@origin,origin,matplotlib.pyplot.spy@origin,arg,plt.spy,,0,"place the [ 0,0 ] index of the array in the upper left or lower","place the [ 0,0 ] index of the array in the upper left or lower left corner of the axes ."
plt.axis.flat.set_title@fontsize,fontsize,matplotlib.pyplot.axis.flat.set_title@fontsize,arg,plt.axis.flat.set_title,,2,,
mpl.tri.TriAnalyzer.circle_ratios,circle_ratios,matplotlib.tri.TriAnalyzer.circle_ratios,func,mpl.tri.TriAnalyzer,,0,returns a measure of the triangulation triangles flatness .,returns a measure of the triangulation triangles flatness .
mpl.backends.backend_pdf.PdfFile.markerObject,markerObject,matplotlib.backends.backend_pdf.PdfFile.markerObject,func,mpl.backends.backend_pdf.PdfFile,,0,return name of a marker xobject representing the given path .,return name of a marker xobject representing the given path .
ax.semilogy@clip_box,clip_box,matplotlib.axes.Axes.semilogy@clip_box,arg,ax.semilogy,,0,set the artist 's clip bbox .,set the artist 's clip bbox .
plt.gca.spines.values,values,matplotlib.axes.Axes.spines.values,func,plt.gca.spines,,7,,
plt.gca.spines.set_zorder,set_zorder,matplotlib.axes.Axes.spines.set_zorder,func,plt.gca.spines,,6,,
plt.gcf.__class__.add_directive@0,0,matplotlib.pyplot.gcf.__class__.add_directive@0,arg,plt.gcf.__class__.add_directive,,6,,
plt.gcf.__class__.add_directive@1,1,matplotlib.pyplot.gcf.__class__.add_directive@1,arg,plt.gcf.__class__.add_directive,,6,,
plt.gcf.__class__.add_directive@2,2,matplotlib.pyplot.gcf.__class__.add_directive@2,arg,plt.gcf.__class__.add_directive,,6,,
plt.gcf.__class__.add_directive@3,3,matplotlib.pyplot.gcf.__class__.add_directive@3,arg,plt.gcf.__class__.add_directive,,6,,
plt.pcolormesh@xmargin,xmargin,matplotlib.pyplot.pcolormesh@xmargin,arg,plt.pcolormesh,,0,set padding of x data limits prior to autoscaling .,set padding of x data limits prior to autoscaling .
ax.semilogy@xmargin,xmargin,matplotlib.axes.Axes.semilogy@xmargin,arg,ax.semilogy,,0,set padding of x data limits prior to autoscaling .,set padding of x data limits prior to autoscaling .
plt.gca.get_xaxis.get_major_formatter.labelOnlyBase,labelOnlyBase,matplotlib.axes.Axes.get_xaxis.get_major_formatter.labelOnlyBase,func,plt.gca.get_xaxis.get_major_formatter,,1,,
ax.plot_date@anchor,anchor,matplotlib.axes.Axes.plot_date@anchor,arg,ax.plot_date,,0,anchor,anchor
mpl.rc_params_from_file,rc_params_from_file,matplotlib.rc_params_from_file,func,mpl,,0,return matplotlib.rcparams from the contents of the given file .,return matplotlib.rcparams from the contents of the given file .
plt.subplot@linewidth,linewidth,matplotlib.pyplot.subplot@linewidth,arg,plt.subplot,,31,,
mpl.artist.getp@color_cycle,color_cycle,matplotlib.artist.getp@color_cycle,arg,mpl.artist.getp,,0,set the color cycle for any future plot commands on this axes .,set the color cycle for any future plot commands on this axes .
mpl.collections.PolyCollection.set_label@s,s,matplotlib.collections.PolyCollection.set_label@s,arg,mpl.collections.PolyCollection.set_label,,0,set the label to s for auto legend .,set the label to s for auto legend .
ax.plot@visible,visible,matplotlib.axes.Axes.plot@visible,arg,ax.plot,,0,set the artist 's visiblity .,set the artist 's visiblity .
ax.plot_date@_interpolation_steps,_interpolation_steps,matplotlib.axes.Axes.plot_date@_interpolation_steps,arg,ax.plot_date,,0,"used as a hint to certain projections , such as polar , that this path","used as a hint to certain projections , such as polar , that this path should be linearly interpolated immediately before drawing . this attribute is primarily an implementation detail and is not intended for public use ."
plt.gca.add_geometries@label,label,matplotlib.axes.Axes.add_geometries@label,arg,plt.gca.add_geometries,,21,,
mpl.collections.PolyCollection.update,update,matplotlib.collections.PolyCollection.update,func,mpl.collections.PolyCollection,,0,update the properties of this artist from the dictionary prop .,update the properties of this artist from the dictionary prop .
plt.table@gid,gid,matplotlib.pyplot.table@gid,arg,plt.table,,0,sets the ( group ) id for the artist,sets the ( group ) id for the artist
plt.rcParams.update@0@xtick.major.width,xtick.major.width,matplotlib.pyplot.rcParams.update@0@xtick.major.width,argkey,plt.rcParams.update@0,,2,,
mpl.collections.PathCollection.set_edgecolor@c,c,matplotlib.collections.PathCollection.set_edgecolor@c,arg,mpl.collections.PathCollection.set_edgecolor,,0,set the edgecolor(s ) of the collection . c can be a matplotlib color spec,"set the edgecolor(s ) of the collection . c can be a matplotlib color spec ( all patches have same color ) , or a sequence of specs ; if it is a sequence the patches will cycle through the sequence ."
plt.axhspan@agg_filter,agg_filter,matplotlib.pyplot.axhspan@agg_filter,arg,plt.axhspan,,0,set agg_filter fuction .,set agg_filter fuction .
plt.hexbin@anchor,anchor,matplotlib.pyplot.hexbin@anchor,arg,plt.hexbin,,0,anchor,anchor
plt.plot.set_rotation,set_rotation,matplotlib.pyplot.plot.set_rotation,func,plt.plot,,4,,
mpl.collections.StarPolygonCollection.get_animated,get_animated,matplotlib.collections.StarPolygonCollection.get_animated,func,mpl.collections.StarPolygonCollection,,0,return the artist 's animated state,return the artist 's animated state
mpl.collections.LineCollection.get_clip_box,get_clip_box,matplotlib.collections.LineCollection.get_clip_box,func,mpl.collections.LineCollection,,0,return artist clipbox,return artist clipbox
mpl.collections.EventCollection.set_linelength,set_linelength,matplotlib.collections.EventCollection.set_linelength,func,mpl.collections.EventCollection,,0,set the length of the lines used to mark each event,set the length of the lines used to mark each event
mpl.collections.StarPolygonCollection.properties,properties,matplotlib.collections.StarPolygonCollection.properties,func,mpl.collections.StarPolygonCollection,,0,return a dictionary mapping property name - > value for all artist props,return a dictionary mapping property name - > value for all artist props
ax.plot_date@xticklabels,xticklabels,matplotlib.axes.Axes.plot_date@xticklabels,arg,ax.plot_date,,0,set the xtick labels with list of strings labels .,set the xtick labels with list of strings labels .
ax.plot@dashes,dashes,matplotlib.axes.Axes.plot@dashes,arg,ax.plot,,0,"set the dash sequence , sequence of dashes with on off ink in points .","set the dash sequence , sequence of dashes with on off ink in points ."
plt.zlabel@0,0,matplotlib.pyplot.zlabel@0,arg,plt.zlabel,,2,,
plt.matplotlib.delaunay.triangulate.Triangulation@1,1,matplotlib.pyplot.matplotlib.delaunay.triangulate.Triangulation@1,arg,plt.matplotlib.delaunay.triangulate.Triangulation,,1,,
plt.colorbar.ax.set_yticklabels@color,color,matplotlib.pyplot.colorbar.ax.set_yticklabels@color,arg,plt.colorbar.ax.set_yticklabels,,3,,
plt.gca.patch.set_edgecolor,set_edgecolor,matplotlib.axes.Axes.patch.set_edgecolor,func,plt.gca.patch,,4,,
mpl.colors.LightSource.blend_hsv@intensity,intensity,matplotlib.colors.LightSource.blend_hsv@intensity,arg,mpl.colors.LightSource.blend_hsv,,0,an mxnx1 array of floats ranging from 0 to 1 ( grayscale image ) .,an mxnx1 array of floats ranging from 0 to 1 ( grayscale image ) .
plt.colorbar.ax.set_ylabel,set_ylabel,matplotlib.pyplot.colorbar.ax.set_ylabel,func,plt.colorbar.ax,,23,,
mpl.mathtext.Hlist.hpack@w,w,matplotlib.mathtext.Hlist.hpack@w,arg,mpl.mathtext.Hlist.hpack,,0,"thus , hpack(w , ' exactly ' ) produces a box whose width is exactly","thus , hpack(w , ' exactly ' ) produces a box whose width is exactly w , while hpack(w , ' additional ' ) yields a box whose width is the natural width plus w . the default values produce a box with the natural width ."
ax.semilogx@markevery,markevery,matplotlib.axes.Axes.semilogx@markevery,arg,ax.semilogx,,0,set the markevery property to subsample the plot when using markers .,set the markevery property to subsample the plot when using markers .
plt.gca.get_position.set_facecolor@0,0,matplotlib.axes.Axes.get_position.set_facecolor@0,arg,plt.gca.get_position.set_facecolor,,4,,
mpl.artist.getp@xlabel,xlabel,matplotlib.artist.getp@xlabel,arg,mpl.artist.getp,,0,set the label for the xaxis .,set the label for the xaxis .
mpl.collections.StarPolygonCollection.set_figure,set_figure,matplotlib.collections.StarPolygonCollection.set_figure,func,mpl.collections.StarPolygonCollection,,0,set the figure instance the artist belongs to .,set the figure instance the artist belongs to .
plt.figure.canvas.manager.window.after,after,matplotlib.pyplot.figure.canvas.manager.window.after,func,plt.figure.canvas.manager.window,,37,,
mpl.collections.TriMesh.get_offset_position@offset_position,offset_position,matplotlib.collections.TriMesh.get_offset_position@offset_position,arg,mpl.collections.TriMesh.get_offset_position,,0,returns how offsets are applied for the collection .,returns how offsets are applied for the collection .
plt.plotting@xmargin,xmargin,matplotlib.pyplot.plotting@xmargin,arg,plt.plotting,,0,set padding of x data limits prior to autoscaling .,set padding of x data limits prior to autoscaling .
mpl.collections.EllipseCollection.is_transform_set,is_transform_set,matplotlib.collections.EllipseCollection.is_transform_set,func,mpl.collections.EllipseCollection,,0,returns true if artist has a transform explicitly set .,returns true if artist has a transform explicitly set .
ax.angle_spectrum@sides,sides,matplotlib.axes.Axes.angle_spectrum@sides,arg,ax.angle_spectrum,,0,"specifies which sides of the spectrum to return . default gives the default behavior ,","specifies which sides of the spectrum to return . default gives the default behavior , which returns one-sided for real data and both for complex data . ' onesided ' forces the return of a one-sided spectrum , while ' twosided ' forces two-sided ."
plt.clabel@inline,inline,matplotlib.pyplot.clabel@inline,arg,plt.clabel,,152,controls whether the underlying contour is removed or not . default is true .,controls whether the underlying contour is removed or not . default is true .
mpl.collections.Collection.get_figure,get_figure,matplotlib.collections.Collection.get_figure,func,mpl.collections.Collection,,0,return the figure instance the artist belongs to .,return the figure instance the artist belongs to .
mpl.collections.PathCollection.set_sizes,set_sizes,matplotlib.collections.PathCollection.set_sizes,func,mpl.collections.PathCollection,,0,set the sizes of each member of the collection .,set the sizes of each member of the collection .
ax.loglog@markevery,markevery,matplotlib.axes.Axes.loglog@markevery,arg,ax.loglog,,0,set the markevery property to subsample the plot when using markers .,set the markevery property to subsample the plot when using markers .
mpl.collections.EllipseCollection.get_rasterized,get_rasterized,matplotlib.collections.EllipseCollection.get_rasterized,func,mpl.collections.EllipseCollection,,0,return true if the artist is to be rasterized,return true if the artist is to be rasterized
mpl.widgets.Widget.ignore,ignore,matplotlib.widgets.Widget.ignore,func,mpl.widgets.Widget,,0,return true if event should be ignored .,return true if event should be ignored .
ax.plot_date@fmt,fmt,matplotlib.axes.Axes.plot_date@fmt,arg,ax.plot_date,,0,the plot format string .,the plot format string .
plt.add_subplot@0,0,matplotlib.pyplot.add_subplot@0,arg,plt.add_subplot,,1,,
plt.imshow.set_cmap,set_cmap,matplotlib.pyplot.imshow.set_cmap,func,plt.imshow,,12,,
plt.barh@log,log,matplotlib.pyplot.barh@log,arg,plt.barh,,3,"if true , sets the axis to be log scale","if true , sets the axis to be log scale"
mpl.figure.Figure.add_subplot@aspect,aspect,matplotlib.figure.Figure.add_subplot@aspect,arg,mpl.figure.Figure.add_subplot,,0,aspect,aspect
plt.add_subplot@2,2,matplotlib.pyplot.add_subplot@2,arg,plt.add_subplot,,1,,
ax.annotate@alpha,alpha,matplotlib.axes.Axes.annotate@alpha,arg,ax.annotate,,0,set the alpha value used for blending - not supported on all backends .,set the alpha value used for blending - not supported on all backends .
plt.matplotlib.pyplot.figure.add_subplot.set_xlabel,set_xlabel,matplotlib.pyplot.matplotlib.pyplot.figure.add_subplot.set_xlabel,func,plt.matplotlib.pyplot.figure.add_subplot,,1,,
plt.boxplot@showcaps,showcaps,matplotlib.pyplot.boxplot@showcaps,arg,plt.boxplot,,8,"if true , will toggle one the rendering of the caps","if true , will toggle one the rendering of the caps"
mpl.finance.plot_day_summary2_ochl@ticksize,ticksize,matplotlib.finance.plot_day_summary2_ochl@ticksize,arg,mpl.finance.plot_day_summary2_ochl,,0,size of open and close ticks in points,size of open and close ticks in points
plt.pcolor.add,add,matplotlib.pyplot.pcolor.add,func,plt.pcolor,,1,,
ax.semilogy@markeredgecolor,markeredgecolor,matplotlib.axes.Axes.semilogy@markeredgecolor,arg,ax.semilogy,,0,set the marker edge color,set the marker edge color
plt.cm.viridis,viridis,matplotlib.pyplot.cm.viridis,func,plt.cm,,1,,
mpl.tri.CubicTriInterpolator.gradient,gradient,matplotlib.tri.CubicTriInterpolator.gradient,func,mpl.tri.CubicTriInterpolator,,0,"returns a list of 2 masked arrays containing interpolated derivatives at the specified x,y points","returns a list of 2 masked arrays containing interpolated derivatives at the specified x,y points ."
plt.gca.convert_to,convert_to,matplotlib.axes.Axes.convert_to,func,plt.gca,,1,,
plt.text@fontdict@va,va,matplotlib.pyplot.text@fontdict@va,argkey,plt.text@fontdict,,2,,
mpl.backend_tools.ToolViewsPositions.home,home,matplotlib.backend_tools.ToolViewsPositions.home,func,mpl.backend_tools.ToolViewsPositions,,0,recall the first view and position from the stack,recall the first view and position from the stack
ax.pcolormesh@linestyle,linestyle,matplotlib.axes.Axes.pcolormesh@linestyle,arg,ax.pcolormesh,,0,set the patch linestyle,set the patch linestyle
plt.matplotlib.pyplot.title@0,0,matplotlib.pyplot.matplotlib.pyplot.title@0,arg,plt.matplotlib.pyplot.title,,1,,
plt.legend.set_title@0,0,matplotlib.legend.Legend.set_title@0,arg,plt.legend.set_title,,7,,
ax.psd@url,url,matplotlib.axes.Axes.psd@url,arg,ax.psd,,0,sets the url for the artist,sets the url for the artist
plt.scatter@linestyle,linestyle,matplotlib.pyplot.scatter@linestyle,arg,plt.scatter,,2,set the linestyle(s ) for the collection .,set the linestyle(s ) for the collection .
ax.barbs@label,label,matplotlib.axes.Axes.barbs@label,arg,ax.barbs,,0,set the label to s for auto legend .,set the label to s for auto legend .
plt.semilogx@ylim,ylim,matplotlib.pyplot.semilogx@ylim,arg,plt.semilogx,,0,set the data limits for the yaxis,set the data limits for the yaxis
mpl.collections.TriMesh.get_cursor_data,get_cursor_data,matplotlib.collections.TriMesh.get_cursor_data,func,mpl.collections.TriMesh,,0,get the cursor data for a given event .,get the cursor data for a given event .
mpl.axis.Axis.set_ticklabels@ticklabels,ticklabels,matplotlib.axis.Axis.set_ticklabels@ticklabels,arg,mpl.axis.Axis.set_ticklabels,,0,"the input ticklabels is assumed to match the set of tick locations , regardless of","the input ticklabels is assumed to match the set of tick locations , regardless of the state of label1on and label2on ."
mpl.offsetbox.OffsetBox.set_width,set_width,matplotlib.offsetbox.OffsetBox.set_width,func,mpl.offsetbox.OffsetBox,,0,set the width,set the width
ax.hlines@array,array,matplotlib.axes.Axes.hlines@array,arg,ax.hlines,,0,set the image array from numpy array a,set the image array from numpy array a
ax.tick_params,tick_params,matplotlib.axes.Axes.tick_params,func,ax,,0,change the appearance of ticks and tick labels .,change the appearance of ticks and tick labels .
mpl.collections.RegularPolyCollection.findobj@match,match,matplotlib.collections.RegularPolyCollection.findobj@match,arg,mpl.collections.RegularPolyCollection.findobj,,0,match can be,match can be
plt.twinx.twiny.xaxis.set_major_locator@0,0,matplotlib.pyplot.twinx.twiny.xaxis.set_major_locator@0,arg,plt.twinx.twiny.xaxis.set_major_locator,,1,,
ax.axhspan@ymargin,ymargin,matplotlib.axes.Axes.axhspan@ymargin,arg,ax.axhspan,,0,set padding of y data limits prior to autoscaling .,set padding of y data limits prior to autoscaling .
mpl.dates.num2date@x,x,matplotlib.dates.num2date@x,arg,mpl.dates.num2date,,0,x is a float value which gives the number of days ( fraction part represents,"x is a float value which gives the number of days ( fraction part represents hours , minutes , seconds ) since 0001-01-01 00:00:00 utc plus one . the addition of one here is a historical artifact . also , note that the gregorian calendar is assumed ; this is not universal practice . for details , see the module docstring ."
ax.eventplot@transform,transform,matplotlib.axes.Axes.eventplot@transform,arg,ax.eventplot,,0,set the transform instance used by this artist .,set the transform instance used by this artist .
plt.annotate.get_text.set_rotation,set_rotation,matplotlib.pyplot.annotate.get_text.set_rotation,func,plt.annotate.get_text,,3,,
ax.matshow@shape,shape,matplotlib.axes.Axes.matshow@shape,arg,ax.matshow,,0,for raw buffer images,for raw buffer images
mpl.collections.StarPolygonCollection.get_clip_path,get_clip_path,matplotlib.collections.StarPolygonCollection.get_clip_path,func,mpl.collections.StarPolygonCollection,,0,return artist clip path,return artist clip path
mpl.collections.CircleCollection.set_url,set_url,matplotlib.collections.CircleCollection.set_url,func,mpl.collections.CircleCollection,,0,sets the url for the artist,sets the url for the artist
mpl.collections.TriMesh.have_units@y,y,matplotlib.collections.TriMesh.have_units@y,arg,mpl.collections.TriMesh.have_units,,0,return true if units are set on the x or y axes,return true if units are set on the x or y axes
plt.gca.patch.set@facecolor,facecolor,matplotlib.axes.Axes.patch.set@facecolor,arg,plt.gca.patch.set,,2,,
ax.drag_pan@x,x,matplotlib.axes.Axes.drag_pan@x,arg,ax.drag_pan,,0,"x , y are the mouse coordinates in display coords .","x , y are the mouse coordinates in display coords ."
plt.barh@figure,figure,matplotlib.pyplot.barh@figure,arg,plt.barh,,1,set the figure instance the artist belongs to .,set the figure instance the artist belongs to .
plt.gca.yaxis.ravel.set_major_locator,set_major_locator,matplotlib.axes.Axes.yaxis.ravel.set_major_locator,func,plt.gca.yaxis.ravel,,7,,
mpl.backend_bases.NavigationToolbar2.press_zoom,press_zoom,matplotlib.backend_bases.NavigationToolbar2.press_zoom,func,mpl.backend_bases.NavigationToolbar2,,0,the press mouse button in zoom to rect mode callback,the press mouse button in zoom to rect mode callback
plt.annotate.arrow.get_window_extent@0,0,matplotlib.pyplot.annotate.arrow.get_window_extent@0,arg,plt.annotate.arrow.get_window_extent,,2,,
plt.hexbin.get_paths,get_paths,matplotlib.pyplot.hexbin.get_paths,func,plt.hexbin,,5,,
ax.magnitude_spectrum@pickradius,pickradius,matplotlib.axes.Axes.magnitude_spectrum@pickradius,arg,ax.magnitude_spectrum,,0,sets the pick radius used for containment tests,sets the pick radius used for containment tests
ax.barh,barh,matplotlib.axes.Axes.barh,func,ax,,0,make a horizontal bar plot .,make a horizontal bar plot .
plt.gca.callbacks.connect,connect,matplotlib.axes.Axes.callbacks.connect,func,plt.gca.callbacks,,43,,
mpl.backend_bases.FigureCanvasBase.button_press_event,button_press_event,matplotlib.backend_bases.FigureCanvasBase.button_press_event,func,mpl.backend_bases.FigureCanvasBase,,0,backend derived classes should call this function on any mouse button press .,backend derived classes should call this function on any mouse button press .
ax.psd@yscale,yscale,matplotlib.axes.Axes.psd@yscale,arg,ax.psd,,0,set the scaling of the y-axis,set the scaling of the y-axis
mpl.cbook.warn_deprecated@name,name,matplotlib.cbook.warn_deprecated@name,arg,mpl.cbook.warn_deprecated,,0,the name of the deprecated function ; if not provided the name is automatically determined,"the name of the deprecated function ; if not provided the name is automatically determined from the passed in function , though this is useful in the case of renamed functions , where the new function is just assigned to the name of the deprecated function ."
plt.gca.set_xticklabels@multialignment,multialignment,matplotlib.axes.Axes.set_xticklabels@multialignment,arg,plt.gca.set_xticklabels,,6,set the alignment for multiple lines layout .,set the alignment for multiple lines layout .
mpl.mlab.complex_spectrum@sides,sides,matplotlib.mlab.complex_spectrum@sides,arg,mpl.mlab.complex_spectrum,,0,"specifies which sides of the spectrum to return . default gives the default behavior ,","specifies which sides of the spectrum to return . default gives the default behavior , which returns one-sided for real data and both for complex data . ' onesided ' forces the return of a one-sided spectrum , while ' twosided ' forces two-sided ."
plt.plot.subplots@ncols,ncols,matplotlib.pyplot.plot.subplots@ncols,arg,plt.plot.subplots,,1,,
mpl.mathtext.Fonts.get_xheight,get_xheight,matplotlib.mathtext.Fonts.get_xheight,func,mpl.mathtext.Fonts,,0,get the xheight for the given font and fontsize .,get the xheight for the given font and fontsize .
plt.legend.update,update,matplotlib.legend.Legend.update,func,plt.legend,,1,,
plt.quiver.get,get,matplotlib.pyplot.quiver.get,func,plt.quiver,,2,,
plt.gca.tissot,tissot,matplotlib.axes.Axes.tissot,func,plt.gca,,1,,
mpl.collections.EllipseCollection.remove_callback@id,id,matplotlib.collections.EllipseCollection.remove_callback@id,arg,mpl.collections.EllipseCollection.remove_callback,,0,remove a callback based on its id .,remove a callback based on its id .
ax.set_yticklabels@readonly,readonly,matplotlib.axes.Axes.set_yticklabels@readonly,arg,ax.set_yticklabels,,0,makes the path behave in an immutable way and sets the vertices and codes as,makes the path behave in an immutable way and sets the vertices and codes as read-only arrays .
mpl.mlab.inside_poly@x,x,matplotlib.mlab.inside_poly@x,arg,mpl.mlab.inside_poly,,0,"points is a sequence of x , y points . verts is a sequence of","points is a sequence of x , y points . verts is a sequence of x , y vertices of a polygon ."
plt.gca.transData.inverted.transform.set_visible@0,0,matplotlib.axes.Axes.transData.inverted.transform.set_visible@0,arg,plt.gca.transData.inverted.transform.set_visible,,1,,
plt.plot.set_markerfacecolor,set_markerfacecolor,matplotlib.pyplot.plot.set_markerfacecolor,func,plt.plot,,6,,
ax.bar@height,height,matplotlib.axes.Axes.bar@height,arg,ax.bar,,0,the heights of the bars,the heights of the bars
plt.gca.matplotlib,matplotlib,matplotlib.axes.Axes.matplotlib,func,plt.gca,,4,,
